classification,report_date,termination_date,termination_speed,status,recall_reason,recall_category,manufacturer_name,product_type,route,notification_type
Class II,2013-07-17,2015-10-27,848,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Fresenius Kabi USA, PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS",Letter
Class I,2014-05-07,2014-10-07,288,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Hospira, PRESCRIPTION DRUG,"EPIDURAL', 'INFILTRATION', 'INTRACAUDAL', 'PERINEURAL",Press Release
Class II,2014-03-26,2017-09-26,1351,Terminated,PRESENCE OF FOREIGN MATTER,Contamination/Foreign Matter,nan,nan,nan,Telephone
Class II,2016-06-22,2016-10-20,178,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Fresenius Kabi USA, PRESCRIPTION DRUG,"INFILTRATION', 'PERINEURAL",Letter
Class II,2017-08-09,2020-01-24,921,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2018-08-22,2019-10-15,428,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,Lupin Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class I,2020-08-05,2023-11-28,1254,Terminated,CHEMICAL CONTAMINATION,Contamination/Foreign Matter,nan,nan,nan,Letter
Class III,2013-09-25,2014-06-16,290,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,Boehringer Ingelheim Pharmaceuticals, PRESCRIPTION DRUG,"ORAL', 'RESPIRATORY (INHALATION)",Letter
Class II,2014-02-12,2014-08-27,292,Terminated,PRESENCE OF FOREIGN TABLETS,Contamination/Foreign Matter,nan,nan,nan,Letter
Class III,2014-03-05,2015-05-11,446,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,Gilead Sciences, PRESCRIPTION DRUG,ORAL,Letter
Class II,2014-04-30,2017-04-24,1112,Terminated,PRESENCE OF FORIEGN TABLETS,Contamination/Foreign Matter,nan,nan,nan,Letter
Class I,2015-08-26,2016-05-19,428,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2019-12-11,2020-06-05,206,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2022-04-13,2023-08-15,502,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,Merck Sharp & Dohme , PRESCRIPTION DRUG,ORAL,Letter
Class II,2023-01-11,,,Ongoing,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Eugia US , PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2013-05-08,2013-06-25,101,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class III,2014-03-12,2014-10-29,267,Terminated,PRESENCE OF PRECIPITATE,Contamination/Foreign Matter,nan,nan,nan,Telephone
Class II,2015-04-29,2016-12-09,654,Terminated,PRESENCE OF PARTICULATE.,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2015-09-30,,,Ongoing,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Hospira, PRESCRIPTION DRUG,"INFILTRATION', 'PERINEURAL",Letter
Class I,2017-04-12,2017-10-19,258,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,nan,nan,nan,Letter
Class I,2017-04-12,2020-06-10,1218,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,XGen Pharmaceuticals DJB, PRESCRIPTION DRUG,INTRAVENOUS,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2017-08-16,2018-05-11,289,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Teva Parenteral Medicines, PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS",Telephone
Class II,2018-03-07,2020-01-23,706,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,B. Braun Medical ., PRESCRIPTION DRUG,IRRIGATION,Letter
Class II,2019-02-06,2021-05-06,931,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2021-09-08,2022-12-02,487,Terminated,PRESENCE OF FOREIGN MATTER,Contamination/Foreign Matter,Macleods Pharmaceuticals Limited, PRESCRIPTION DRUG,ORAL,Letter
Class III,2013-05-29,2013-11-01,211,Terminated,PRESENCE OF PRECIPITATE,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2012-09-05,2013-03-28,244,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2013-02-06,2014-01-29,397,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,Hillyard GMP, OTC DRUG,TOPICAL,E-Mail
Class II,2016-04-27,2017-12-06,638,Terminated,CHEMICAL CONTAMINATION,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2017-09-27,2018-03-29,197,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Janssen Products, PRESCRIPTION DRUG,"INTRAVENOUS', 'SUBCUTANEOUS",Letter
Class II,2023-02-01,,,Ongoing,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,Accord Healthcare ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2017-06-28,2020-01-24,956,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2013-07-24,2015-06-30,749,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2014-04-16,2015-12-03,657,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,nan,nan,nan,Letter
Class I,2015-09-02,2017-01-23,651,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,nan,nan,nan,E-Mail
Class III,2015-09-23,2017-02-13,522,Terminated,CHEMICAL CONTAMINATION,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2015-11-25,2016-11-16,406,Terminated,PRESENCE OF PARTICULATE MATTER.,Contamination/Foreign Matter,nan,nan,nan,Letter
Class III,2017-01-25,2018-06-01,546,Terminated,PRESENCE OF FOREIGN TABLETS,Contamination/Foreign Matter,Takeda Pharmaceuticals America, PRESCRIPTION DRUG,ORAL,nan
Class III,2017-04-19,2019-08-19,908,Terminated,CHEMICAL CONTAMINATION,Contamination/Foreign Matter,Lupin Pharmaceuticals, PRESCRIPTION DRUG,TOPICAL,Letter
Class III,2017-09-20,2018-04-25,355,Terminated,PRESENCE OF FOREIGN TABLETS,Contamination/Foreign Matter,Ascend Laboratories, PRESCRIPTION DRUG,ORAL,Letter
Class I,2020-09-02,2022-09-12,782,Terminated,CROSS CONTAMINATION WITH OTHER PRODUCTS,Contamination/Foreign Matter,Fresenius Kabi USA, PRESCRIPTION DRUG,INTRAVENOUS,Press Release
Class II,2013-12-04,2014-08-04,383,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2015-02-11,2018-06-04,1252,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,Taro Pharmaceuticals U.S.A., OTC DRUG,ORAL,Letter
Class II,2019-12-11,2020-11-06,372,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,nan,nan,nan,Press Release
Class III,2023-03-08,,,Ongoing,PRESENCE OF FOREIGN TABLETS,Contamination/Foreign Matter,ScieGen Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class II,2023-05-17,,,Ongoing,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,nan,nan,nan,Letter
Class III,2023-11-29,,,Ongoing,PRESENCE OF FOREIGN TABLETS,Contamination/Foreign Matter,NCS HealthCare of KY, PRESCRIPTION DRUG,ORAL,Letter
Class II,2014-08-06,2016-09-15,797,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,JUBILANT CADISTA PHARMACEUTICALS INC., PRESCRIPTION DRUG,ORAL,Telephone
Class II,2015-09-16,2016-11-17,440,Terminated,CHEMICAL CONTAMINATION,Contamination/Foreign Matter,nan,nan,nan,Letter
Class I,2016-06-01,,,Ongoing,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2013-03-06,2013-05-24,296,Terminated,CHEMICAL CONTAMINATION,Contamination/Foreign Matter,"[""Dr. Reddys Laboratories Limited""]", PRESCRIPTION DRUG,ORAL,Letter
Class II,2013-01-30,2014-05-16,527,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2014-06-25,2015-08-06,465,Terminated,CHEMICAL CONTAMINATION,Contamination/Foreign Matter,nan,nan,nan,Letter
Class I,2018-03-07,2020-04-01,810,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,AuroMedics Pharma , PRESCRIPTION DRUG,INTRAVENOUS,Press Release
Class II,2020-02-05,2023-11-20,1740,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,nan,nan,nan,Telephone
Class II,2020-02-05,2020-11-06,295,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,nan,nan,nan,Letter
Class I,2023-03-15,,,Ongoing,CHEMICAL CONTAMINATION,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2014-05-07,2017-11-27,1382,Terminated,CHEMICAL CONTAMINATION,Contamination/Foreign Matter,nan,nan,nan,Telephone
Class II,2014-08-06,2014-10-21,89,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2014-10-22,2014-10-16,136,Terminated,PRESENCE OF FOREIGN TABLETS,Contamination/Foreign Matter,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2015-03-18,2016-07-12,505,Terminated,PRESENCE OF FORIEGN SUBSTANCE,Contamination/Foreign Matter,nan,nan,nan,Letter
Class I,2018-08-15,,,Ongoing,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,nan,nan,nan,nan
Class II,2013-04-03,2013-05-17,452,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2013-12-18,2015-12-21,865,Terminated,CHEMICAL CONTAMINATION,Contamination/Foreign Matter,nan,nan,nan,Letter
Class I,2014-06-11,2017-03-16,1060,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Hospira, PRESCRIPTION DRUG,"EPIDURAL', 'INFILTRATION', 'INTRACAUDAL', 'PERINEURAL",Press Release
Class I,2014-10-08,2016-06-29,698,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Merck Sharp & Dohme , PRESCRIPTION DRUG,INTRAVENOUS,Press Release
Class II,2016-05-25,2016-05-25,51,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2017-03-08,2018-06-29,540,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,ORAL,Letter
Class II,2017-04-05,2018-05-31,451,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,GlaxoSmithKline Consumer Healthcare Holdings (US) , OTC DRUG,ORAL,Letter
Class II,2018-01-24,2023-01-04,1967,Terminated,MICROBIAL CONTAMINATION OF NON STERILE PRODUCT,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2018-01-17,2020-01-24,773,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,nan,nan,nan,Letter
Class III,2018-02-28,2021-02-18,1112,Terminated,PRESENCE OF FOREIGN TABLET,Contamination/Foreign Matter,Aurobindo Pharma Limited, PRESCRIPTION DRUG,ORAL,Letter
Class II,2019-12-18,2021-01-27,429,Terminated,CROSS CONTAMINATION WITH OTHER PRODUCTS,Contamination/Foreign Matter,nan,nan,nan,E-Mail
Class I,2022-01-19,2023-12-04,719,Completed,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,Taro Pharmaceuticals U.S.A., PRESCRIPTION DRUG,TOPICAL,Letter
Class II,2013-01-30,2014-08-04,605,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,nan,nan,nan,Letter
Class III,2013-07-31,2013-10-17,140,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2013-10-23,2014-12-02,452,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,nan,nan,nan,Letter
Class I,2014-11-05,2016-07-29,721,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Merck Sharp & Dohme , PRESCRIPTION DRUG,INTRAVENOUS,Press Release
Class II,2014-07-16,2016-02-16,733,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2016-01-20,2017-01-11,440,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,nan,nan,nan,Letter
Class III,2019-07-31,2020-04-22,279,Terminated,PRESENCE OF FOREIGN TABLET,Contamination/Foreign Matter,nan,nan,nan,Letter
Class III,2020-04-01,2021-07-07,471,Terminated,PRESENCE OF FOREIGN TABLET,Contamination/Foreign Matter,Mylan Pharmaceuticals ., PRESCRIPTION DRUG,ORAL,Letter
Class I,2022-07-06,2023-04-14,309,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,Green Pharmaceuticals ., OTC DRUG,NASAL,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class III,2012-12-26,2013-09-06,388,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Bracco Diagnostics , PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2013-04-17,2013-09-03,176,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2013-10-09,2014-11-10,438,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,nan,nan,nan,Letter
Class I,2013-12-25,2015-02-03,571,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Hospira, PRESCRIPTION DRUG,"EPIDURAL', 'INFILTRATION', 'INTRACAUDAL', 'PERINEURAL",Letter
Class I,2014-06-18,2016-07-22,827,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Merck Sharp & Dohme , PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class I,2018-11-14,2019-08-25,326,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,nan,nan,nan,Press Release
Class III,2018-11-28,2020-09-30,691,Terminated,CROSS CONTAMINATION WITH OTHER PRODUCTS,Contamination/Foreign Matter,nan,nan,nan,Letter
Class III,2020-10-07,2022-11-08,775,Terminated,PRESENCE OF FOREIGN TABLETS,Contamination/Foreign Matter,Legacy Pharmaceutical Packaging, PRESCRIPTION DRUG,ORAL,E-Mail
Class II,2013-11-13,2014-10-28,382,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Hospira, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class I,2020-12-09,2022-03-15,503,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2014-05-07,2014-12-15,306,Terminated,CHEMICAL CONTAMINATION,Contamination/Foreign Matter,Teva Pharmaceuticals USA, PRESCRIPTION DRUG,ORAL,Letter
Class III,2018-01-24,2018-03-23,91,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,Camber Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class II,2019-07-31,2020-03-05,233,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,Bionpharma ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2020-09-02,,,Ongoing,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,Aurobindo Pharma Limited, PRESCRIPTION DRUG,ORAL,Letter
Class I,2021-10-06,2022-02-18,162,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,nan,nan,nan,Letter
Class I,2023-11-15,,,Ongoing,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Hospira, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2012-12-05,2014-04-28,535,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Sun Pharmaceutical Industries ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2013-02-13,2014-12-18,741,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2017-09-06,2018-09-13,399,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,Morton Grove Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class II,2018-01-17,2020-05-11,957,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,nan,nan,nan,Letter
Class I,2018-02-14,2019-09-10,616,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Eugia US , PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS",Letter
Class II,2018-09-26,2022-03-01,1274,Terminated,PRESENCE OF FOREIGN TABLETS,Contamination/Foreign Matter,"[""Dr. Reddys Laboratories Limited""]", PRESCRIPTION DRUG,ORAL,Letter
Class II,2019-04-17,2020-09-14,539,Terminated,PRESENCE OF  FOREIGN TABLET,Contamination/Foreign Matter,Glenmark Pharmaceuticals ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2020-01-22,2023-11-20,1775,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,nan,nan,nan,Telephone
Class I,2021-02-03,2023-06-09,898,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Fresenius Kabi USA, PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS",Letter
Class I,2022-08-03,,,Completed,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Hospira, PRESCRIPTION DRUG,INTRAVENOUS,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2013-03-20,2014-04-03,435,Terminated,PRESENCE OF FOREIGN TABLETS,Contamination/Foreign Matter,nan,nan,nan,Letter
Class III,2013-05-15,2013-07-01,874,Terminated,CHEMICAL CONTAMINATION,Contamination/Foreign Matter,nan,nan,nan,FAX
Class II,2015-09-09,2016-05-31,404,Terminated,PENICILLIN CROSS CONTAMINATION,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2012-08-15,2013-04-11,328,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,Teva Neuroscience, PRESCRIPTION DRUG,SUBCUTANEOUS,Letter
Class II,2016-03-09,2017-03-02,380,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Genzyme Corporation, PRESCRIPTION DRUG,INTRAMUSCULAR,Telephone
Class II,2018-05-23,2019-02-28,315,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,ORAL,Letter
Class II,2018-06-13,2022-09-28,1581,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,nan,nan,nan,Press Release
Class I,2021-07-28,2022-12-02,584,Terminated,CHEMICAL CONTAMINATION,Contamination/Foreign Matter,nan,nan,nan,Press Release
Class II,2014-03-26,2014-09-18,191,Terminated,PRESENCE OF PARTICULATE MATTER PERRIGO IS RECALLING SEVEN LOTS OF CLINDAMYCIN PALMITATE HYDROCHLORIDE FOR ORAL SOLUTION 75MG,Contamination/Foreign Matter,Padagis US , PRESCRIPTION DRUG,ORAL,Letter
Class I,2014-10-22,2017-03-17,962,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Hospira, PRESCRIPTION DRUG,"EPIDURAL', 'INFILTRATION', 'INTRACAUDAL', 'PERINEURAL",Press Release
Class II,2015-10-14,2016-05-04,264,Terminated,PRESENCE OF FOREIGN TABLET,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2016-11-30,2021-09-24,1780,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,VistaPharm, PRESCRIPTION DRUG,ORAL,E-Mail
Class II,2019-08-07,2023-06-09,1430,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,Wal-Mart Stores , OTC DRUG,ORAL,Letter
Class II,2019-10-16,2023-05-31,1343,Terminated,PRESENCE OF FOREIGN TABLETS,Contamination/Foreign Matter,EPIC PHARMA, PRESCRIPTION DRUG,ORAL,Letter
Class II,2022-02-23,2023-07-17,525,Terminated,FOREIGN MATTER IDENTIFIED AS STAINLESS STEEL MICROSCOPIC WEAR PARTICLES MIXED WITH PUNCH LUBRICANT OIL AND SILICONE PARTICLES FROM THE DUST CUP,Contamination/Foreign Matter,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,ORAL,Letter
Class II,2012-08-08,2013-12-17,643,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,nan,nan,nan,E-Mail
Class II,2014-07-16,2016-05-24,753,Terminated,PRESENCE OF PARTICULAR MATTER,Contamination/Foreign Matter,Fresenius Kabi USA, PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS",Letter
Class II,2016-12-07,2017-06-29,293,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,nan,nan,nan,E-Mail
Class II,2018-03-07,2019-09-10,573,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,nan,nan,nan,Letter
Class I,2019-11-13,2022-01-20,818,Terminated,PRESENCE OF PARTICULATE MATTER.,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2021-03-10,2021-08-26,192,Terminated,CHEMICAL CONTAMINATION,Contamination/Foreign Matter,Teva Parenteral Medicines, PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS",Letter
Class II,2023-11-01,,,Ongoing,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,nan,nan,nan,Press Release
Class I,2023-12-06,,,Ongoing,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,Bayer HealthCare Pharmaceuticals ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2015-01-14,2017-05-01,889,Terminated,PRESENCE OF FOREIGN SUBSTANCE,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2015-02-04,2015-07-30,219,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Hospira, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class I,2015-07-15,2016-11-04,556,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,nan,nan,nan,Letter
Class III,2016-10-12,2019-03-08,917,Terminated,PRESENCE OF FOREIGN TABLETS,Contamination/Foreign Matter,Takeda Pharmaceuticals America, PRESCRIPTION DRUG,ORAL,Letter
Class II,2017-05-17,2018-02-02,284,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,nan,nan,nan,Letter
Class II,2017-08-23,2019-03-11,593,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,nan,nan,nan,Press Release
Class II,2020-02-19,,,Ongoing,PRESENCE OF FOREIGN TABLETS,Contamination/Foreign Matter,Major Pharmaceuticals, OTC DRUG,ORAL,Letter
Class I,2022-01-26,2022-11-15,329,Terminated,MICROBIAL CONTAMINATION OF NON,Contamination/Foreign Matter,nan,nan,nan,Letter
Class III,2012-07-18,2013-04-11,283,Terminated,ADULTERATED PRESENCE OF FOREIGN TABLETS,Contamination/Foreign Matter,AstraZeneca Pharmaceuticals LP, PRESCRIPTION DRUG,ORAL,Letter
Class I,2014-05-28,2015-06-29,500,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2014-10-29,2014-11-06,168,Terminated,PRESENCE OF FOREIGN TABLETS,Contamination/Foreign Matter,nan,nan,nan,Letter
Class I,2018-02-14,2019-06-24,551,Terminated,PRESENCE OF PARTICULATE MATTER,Contamination/Foreign Matter,Eugia US , PRESCRIPTION DRUG,INTRAVENOUS,Letter
